title,price,location,area,bathrooms,bedrooms,price_per_sqm
3 BR + 1 Bedroom Cozy Apartment for Rent – Ruwi,220.0,"Ruwi, Muscat•",159.0,4.0,3.0,1.3836477987421383
Apartment for Rent with 2 Bedrooms at Ruwi MBD - Matar Al Kadeem,200.0,"Ruwi, Muscat•",80.0,2.0,2.0,2.5
Apartment for Rent with 1 or 2 Bedrooms at Ruwi - REX,140.0,"Ruwi, Muscat•",63.0,2.0,1.0,2.2222222222222223
Apartment for Rent with 2 or 3 Bedrooms at Al Ghubra North - Merbat,425.0,"Al Ghubrah, Muscat•",200.0,4.0,3.0,2.125
Apartment for Rent with 1 or 2 Bedrooms in Wadi Kabir - Aashirwaad,150.0,"Al Wadi Al Kabir, Muscat•",85.0,2.0,1.0,1.7647058823529411
Apartment for Rent with 1 Room at Al Hail 1,180.0,"Al Hail, Muscat•",69.0,2.0,2.0,2.608695652173913
Apartment for Rent with 2 Bedrooms at Al Khoudh - Ali 3,160.0,"Al Khoud, Muscat•",75.0,2.0,2.0,2.1333333333333333
شقق لليجار,50.0,"Salalah, Dhofar•",1000.0,2.0,3.0,0.05
فيلا للإيجار اليومي,100.0,"Salalah, Dhofar•",215.0,5.0,4.0,0.46511627906976744
5 BR + Maid's Room Fantastic Villa in Madinat Qaboos,800.0,"Madinat As Sultan Qaboos, Muscat•",559.0,6.0,5.0,1.4311270125223614
Highly recommended for 4+1BR twin villa near by the sea shatti Qurum,1300.0,"Madinat As Sultan Qaboos, Muscat•",550.0,6.0,4.0,2.3636363636363638
highly recommended 4+1bhk fully furnished villa at Madinat al Illam,950.0,"Madinat As Sultan Qaboos, Muscat•",400.0,5.0,4.0,2.375
Elegant Standalone Villa for Rent in the Heart of Al Khuwair,550.0,"Al Khuwair, Muscat•",500.0,3.0,3.0,1.1
1 BR Apartment With Shared Pool and Gym in Bausher,400.0,"Bosher, Muscat•",70.0,2.0,1.0,5.714285714285714
2 BR Great Compact Apartment for Rent – Azaiba,375.0,"Azaiba, Muscat•",109.0,3.0,2.0,3.4403669724770642
"5,000 SQM Industrial Land for Rent in Misfah",4000.0,"Misfah, Muscat•",5000.0,2.0,2.0,0.8
2 BR Cozy Apartment in Al Khuwair 33 Nearby Technical College,220.0,"Al Khuwair, Muscat•",109.0,2.0,2.0,2.018348623853211
"1 BR Fully Furnished Apartment in Bosher, Dolphin Village",550.0,"Bosher, Muscat•",59.0,2.0,1.0,9.322033898305085
5 BR + Maid's Room Well Maintained Villa for Rent – Shatti,1700.0,"Qurum, Muscat•",459.0,6.0,5.0,3.7037037037037037
3 + 1 Modern Townhouse for Rent – Qurum Heights,1200.0,"Qurum, Muscat•",250.0,4.0,3.0,4.8
468 SQM Commercial Spaces for Rent – MSQ,3744.0,"Madinat As Sultan Qaboos, Muscat•",468.0,2.0,2.0,8.0
1 Bedroom Apartment for Rent in Al Mouj,500.0,"The Wave (Almouj), Muscat•",93.0,1.0,1.0,5.376344086021505
2 Bedroom Apartment with Marina View in Almouj Muscat,850.0,"The Wave (Almouj), Muscat•",136.0,2.0,2.0,6.25
MQ | 5 BR COMPOUND VILLA,1450.0,"Madinat As Sultan Qaboos, Muscat•",300.0,6.0,5.0,4.833333333333333
MQ | EXCELLENT 4 BR GROUND FLOOR VILLA,800.0,"Madinat As Sultan Qaboos, Muscat•",300.0,3.0,4.0,2.6666666666666665
QURUM | LUXURIOUS 3+1 BR VILLA,1200.0,"Qurum, Muscat•",300.0,5.0,3.0,4.0
2BHK flat for rent in Darsait near KIMS HOSPITAL,260.0,"Darsait, Muscat•",90.0,2.0,2.0,2.888888888888889
3BHK flat for rent in Darsait near KIMS HOSPITAL,300.0,"Darsait, Muscat•",110.0,2.0,3.0,2.727272727272727
2 BR Elegant Furnished Apartment with Pool View – Muscat Hills,480.0,"Muscat Hills, Muscat•",109.0,3.0,2.0,4.4036697247706424
1 BR Fully Furnished Apartment with Pool View – Muscat Hills,350.0,"Muscat Hills, Muscat•",90.0,1.0,1.0,3.888888888888889
2 BR Elegant Apartment in Azaiba,400.0,"Azaiba, Muscat•",109.0,3.0,2.0,3.669724770642202
3 BR Fully Furnished Apartment in Ghubra | Prime Location,750.0,"Al Ghubrah, Muscat•",59.0,2.0,1.0,12.711864406779661
1 BR Cozy Furnished Apartment in MGM | Ghubra – Amenities Nearby,500.0,"Al Ghubrah, Muscat•",59.0,2.0,1.0,8.474576271186441
2 BR Fully Furnished Seaview Apartment | Ground Floor | Al Mouj,750.0,"The Wave (Almouj), Muscat•",150.0,2.0,2.0,5.0
2 BR Spacious Semi Furnished Flat with Mountain View | Muscat Hills,450.0,"Muscat Hills, Muscat•",109.0,3.0,2.0,4.128440366972477
3 BR + Maid’s Room Prime Located Villa in Bosher,1250.0,"Bosher, Muscat•",159.0,4.0,3.0,7.861635220125786
2 BR Stunning Semi Furnished Townhouse at Dolphin Village - Bausher,850.0,"Bosher, Muscat•",109.0,2.0,2.0,7.798165137614679
114 SQM Well-Maintained Office in Bawsher,950.0,"Bosher, Muscat•",114.0,2.0,2.0,8.333333333333334
2 BR Nice Apartment in Ghubra with Shared Gym,380.0,"Al Ghubrah, Muscat•",109.0,2.0,2.0,3.4862385321100917
3 BR + Maid’s Room Amazing Villa in Al Khuwair with Amenities Nearby,700.0,"Al Khuwair, Muscat•",159.0,4.0,3.0,4.40251572327044
Apartment for rent in Azaiba furnished,240.0,"Azaiba, Muscat•",60.0,1.0,1.0,4.0
Commercial & Residential villa in AlUthiba near to 18th November stree,1800.0,"Azaiba, Muscat•",260.0,2.0,2.0,6.923076923076923
Office for Rent at Al Khuwair - Stella,10.0,"Al Khuwair, Muscat•",315.0,2.0,2.0,0.031746031746031744
Apartment for Rent with 1 Bedroom at Wadi Al Kabir - Bait Naseeb,165.0,"Al Wadi Al Kabir, Muscat•",63.0,1.0,1.0,2.619047619047619
2 Bedroom Apartments at Ruwi - Yasmin,200.0,"Ruwi, Muscat•",89.0,2.0,2.0,2.247191011235955
Apartment for Rent with 1 Bedroom at Ruwi - Al Falaj,150.0,"Ruwi, Muscat•",68.0,2.0,1.0,2.2058823529411766
"High-standard, superb, modern-type villa in Bosher",1200.0,"Bosher, Muscat•",800.0,8.0,8.0,1.5
250 SQM Office Spaces in Prime Commercial Building – Qurum,1375.0,"Qurum, Muscat•",250.0,2.0,2.0,5.5
2 BR + Maid’s Room Apartment in Muscat Bay with Shared Pool,700.0,"Barr Al Jissah, Muscat•",139.0,3.0,2.0,5.0359712230215825
Fully Furnished 6 Desk Office with Free Services,589.0,"Azaiba, Muscat•",17.0,2.0,2.0,34.64705882352941
3 BR Spacious Flat in Khuwair – Service Road,340.0,"Al Khuwair, Muscat•",159.0,2.0,3.0,2.138364779874214
2 BR Cozy Apartment in Al Khuwair with Pool & Gym,350.0,"Al Khuwair, Muscat•",109.0,2.0,2.0,3.2110091743119265
1 BR Excellent Apartment In Al Khuwair,225.0,"Al Khuwair, Muscat•",59.0,2.0,1.0,3.8135593220338984
90 SQM Office in Madinat Qaboos - Near British Council,450.0,"Madinat As Sultan Qaboos, Muscat•",90.0,2.0,2.0,5.0
247 SQM Office Space Located in Muscat Hills for RENT!,1729.0,"Muscat Hills, Muscat•",247.0,2.0,2.0,7.0
77 SQM Office Space in Muscat Hills for Rent,539.0,"Muscat Hills, Muscat•",77.0,2.0,2.0,7.0
3 BR Fantastic Apartment in Al Khuwair,360.0,"Al Khuwair, Muscat•",120.0,3.0,3.0,3.0
2 BR Fantastic Apartment for Rent – Ghala,285.0,"Ghala, Muscat•",100.0,2.0,2.0,2.85
3 + 1 Amazing Fully Furnished Duplex Flat for Rent in Muscat Bay,1600.0,"Barr Al Jissah, Muscat•",250.0,4.0,3.0,6.4
QURM | WELL MAINTAINED 2 BHK APARTMENT FOR RENT,275.0,"Qurum, Muscat•",110.0,2.0,2.0,2.5
GHUBRA | WELL MAINTAINED 3BHK APARTMENT - FREE WIFI,350.0,"Al Ghubrah, Muscat•",135.0,3.0,3.0,2.5925925925925926
SR- AF-721 Wide Villa Comercial to let in azaiba –,1000.0,"Azaiba, Muscat•",450.0,7.0,6.0,2.2222222222222223
SR-AA-832 Villa for rent in Alazaiba /فيلا للايجار في العذيبة.,600.0,"Azaiba, Muscat•",300.0,4.0,4.0,2.0
For Rent: A Distinguished Villa in an Upscale Residential Compound,1100.0,"Madinat As Sultan Qaboos, Muscat•",500.0,6.0,6.0,2.2
للايجار محلات و مكاتب و ورش ف الجفنين الصناعيه علي الخط الاول مباشره,150.0,"Muscat - Other, Muscat•",42.0,2.0,2.0,3.5714285714285716
للايجار مكتب موقع تجاري ومتميز جدا ب غلا office for rent,300.0,"Ghala, Muscat•",90.0,2.0,2.0,3.3333333333333335
للايجار محل في المعبيلة الجنوبية,180.0,"Al Maabilah, Muscat•",30.0,2.0,2.0,6.0
للايجار مكاتب مساحات مفتوحه بالموالح علي الشارع العام بجانب مصنع امواج,350.0,"Al Mawaleh, Muscat•",96.0,2.0,2.0,3.6458333333333335
Office Space for Rent – Prime Location in Al Khuwair!,250.0,"Al Khuwair, Muscat•",20.0,2.0,2.0,12.5
2 + 1 BHK for rent with community & garden,700.0,"Madinat As Sultan Qaboos, Muscat•",120.0,3.0,2.0,5.833333333333333
Office Space for Rent in Wadi Adai,350.0,"Al Wadi Al Kabir, Muscat•",56.0,2.0,2.0,6.25
Luxury 1 BHK + maids room for Rent in MQ,650.0,"Madinat As Sultan Qaboos, Muscat•",85.0,1.0,1.0,7.647058823529412
Ruwi | 2BD  | CBD,230.0,"Ruwi, Muscat•",120.0,2.0,2.0,1.9166666666666667
Commercial | Two floors  | CBD Ruwi,900.0,"Ruwi, Muscat•",300.0,2.0,2.0,3.0
Qurum | 2 BD |  Lightly Furnished,400.0,"Qurum, Muscat•",120.0,2.0,2.0,3.3333333333333335
3bhk apartment  for rent in nice compound alhail south,400.0,"Al Hail, Muscat•",300.0,4.0,3.0,1.3333333333333333
Modern fully furnished apartment with seaview located in Al Ghubra,390.0,"Al Ghubrah, Muscat•",85.0,2.0,2.0,4.588235294117647
Prime Office Space for Rent – Madinat Al Sultan Qaboos,950.0,"Madinat As Sultan Qaboos, Muscat•",350.0,2.0,2.0,2.7142857142857144
سكن عمال ومهندسين للإيجار – الدقم الصناعية – 44 غرفة,4400.0,"Al Duqum, Al Wusta•",1680.0,2.0,2.0,2.619047619047619
For Rent: Office Spaces(مكاتب للإيجار ),450.0,"Al Khuwair, Muscat•",65.0,2.0,2.0,6.923076923076923
Al khuwair,280.0,"Al Khuwair, Muscat•",42.0,2.0,2.0,6.666666666666667
5+1BD | Standalone | massive and luxury,1200.0,"Qurum, Muscat•",500.0,7.0,5.0,2.4
Room and bathroom ( without kitchen ) in Al-Ghabra North,120.0,"Al Ghubrah, Muscat•",1000.0,1.0,1.0,0.12
AL MOUJ | BEAUTIFUL 1BHK MARINA VIEW APARTMENT FOR RENT,625.0,"The Wave (Almouj), Muscat•",95.0,1.0,1.0,6.578947368421052
شقة للإيجار في الطيف 7 – شارع الموج | Apartment for Rent in Taif 7 – A,350.0,"Al Mawaleh, Muscat•",120.0,2.0,2.0,2.9166666666666665
فيلا راقية للإيجار في المعبيلة الجنوبية – تصلح للاستثمار |  Luxurious,575.0,"Al Maabilah, Muscat•",300.0,8.0,6.0,1.9166666666666667
فيلا راقية ومفروشة بالكامل للإيجار في المعبيلة السادسة – حي الولاء,600.0,"Al Maabilah, Muscat•",120.0,7.0,4.0,5.0
شقة راقية للإيجار في المعبيلة الثامنة – تصميم عصري مميز |  Stylish Apa,230.0,"Al Maabilah, Muscat•",120.0,2.0,2.0,1.9166666666666667
شقة راقية مؤثثة بالكامل للإيجار – الموالح الشمالية | Fully Furnished,290.0,"Al Mawaleh, Muscat•",120.0,3.0,2.0,2.4166666666666665
شقة مفروشة للإيجار في المعبيلة – قرب شارع النزهة |  Furnished Apartme,230.0,"Al Maabilah, Muscat•",120.0,2.0,2.0,1.9166666666666667
فيلا كبيرة وراقية للإيجار – ولاية السيب، الخوض الرابعة |  Spacious Lux,600.0,"Al Khoud, Muscat•",350.0,9.0,7.0,1.7142857142857142
فيلا راقية للإيجار في العذيبة | Luxury Villa for Rent in Al Azaiba,550.0,"Azaiba, Muscat•",300.0,6.0,5.0,1.8333333333333333
شقة راقية للإيجار في الموج – مبنى لاجن |  Luxury Apartment for Rent in,525.0,"The Wave (Almouj), Muscat•",120.0,2.0,1.0,4.375
فيلا للإيجار في غلا – طابق أرضي فقط | Villa for Rent in Ghala – Groun,330.0,"Ghala, Muscat•",300.0,4.0,3.0,1.1
Finished Studio North Ghoubra behind ship mall including bills,160.0,"Al Ghubrah, Muscat•",109.0,1.0,1.0,1.4678899082568808
MADINAT QABOOS | BRAND NEW MODERN 4+1 BR COMPOUND VILLA FOR RENT,1199.0,"Madinat As Sultan Qaboos, Muscat•",450.0,6.0,5.0,2.6644444444444444
MUSCAT HILLS | AMAZNG 2BHK APARTMENT INSIDE COMMUNITY (UNFURNISHED),675.0,"Muscat Hills, Muscat•",111.0,2.0,2.0,6.081081081081081
Shops and Showrooms for Rent in Al Khuwair,10.0,"Al Khuwair, Muscat•",398.0,2.0,2.0,0.02512562814070352
Offices Available For Rent in Prime locations in Qurum,400.0,"Qurum, Muscat•",50.0,2.0,2.0,8.0
Shared Room For Rent  غرفه للايجار,60.0,"Al Khoud, Muscat•",30.0,1.0,1.0,2.0
For Rent: Spacious Showroom in Al Hail South,10000.0,"Al Hail, Muscat•",1500.0,2.0,2.0,6.666666666666667
WELL MAINTAINED 5 BR TOWNHOUSE IN AZAIBA,500.0,"Azaiba, Muscat•",300.0,6.0,5.0,1.6666666666666667
متوفر استديو غرفه وحمام ومطبخ مفروش بالكامل بالغبره الجنوبيه,190.0,"Al Ghubrah, Muscat•",80.0,1.0,1.0,2.375
spacious and independent villa for rent in Al-Qurum,900.0,"Qurum, Muscat•",450.0,6.0,6.0,2.0
For Rent: Elegant & Spacious Villa in Al Mouj,1450.0,"The Wave (Almouj), Muscat•",400.0,5.0,4.0,3.625
Fully furnished studio in Al Khuwair,180.0,"Al Khuwair, Muscat•",1000.0,1.0,2.0,0.18
1me66 - Lovely 5BHK Villa for Rent In Azaiba,550.0,"Azaiba, Muscat•",400.0,6.0,5.0,1.375
3me62 - Classic standalone 3+1 BHK Villa for Rent in MQ,800.0,"Madinat As Sultan Qaboos, Muscat•",300.0,3.0,3.0,2.6666666666666665
Spacious 5 Bedrooms Villa For Rent in Almouj Muscat,1750.0,"The Wave (Almouj), Muscat•",462.0,6.0,5.0,3.787878787878788
2 Bedrooms Apartment in Acacia Wave Muscat Almouj,675.0,"The Wave (Almouj), Muscat•",116.0,2.0,2.0,5.818965517241379
1bhk flat in Industrial alwadi alkabir,120.0,"Al Wadi Al Kabir, Muscat•",60.0,1.0,1.0,2.0
ADV923**4BHK+Maid fully furnished for rent in Chatti qurum,2000.0,"Qurum, Muscat•",448.0,5.0,4.0,4.464285714285714
ADV932** 4BHK+Maid Luxurious villa for rent in Shatti Qurum,1500.0,"Qurum, Muscat•",400.0,6.0,5.0,3.75
ADC503 Different spaces Brand new commercial office for rent in azaiba,552.0,"Azaiba, Muscat•",92.0,2.0,2.0,6.0
ADC205*** Office Space in Ghala –  412 sqm for Rent*,2060.0,"Ghala, Muscat•",412.0,2.0,2.0,5.0
For Rent: Office Spaces,1090.0,"Al Khuwair, Muscat•",183.0,2.0,2.0,5.956284153005464
غرفه وحمام ومطبخ الخوير مبني جديد مقابل بدر السما,130.0,"Al Khuwair, Muscat•",80.0,1.0,1.0,1.625
"Spacious Fully Furnished 2BHK Apartment in Al Ghubra, Muscat",325.0,"Al Ghubrah, Muscat•",100.0,3.0,2.0,3.25
Male Bed spaces available in Gahala (Ready for emmidete move),45.0,"Ghala, Muscat•",450.0,2.0,1.0,0.1
For Rent: Office Spaces(للايجار: مساحات مكتبية),1230.0,"Al Khuwair, Muscat•",205.0,2.0,2.0,6.0
شقة جديدة راقية مع بركة سباحة خاصة في منتجع هوانا 30% لغاية 15 يوليو,65.0,"Salalah, Dhofar•",90.0,2.0,1.0,0.7222222222222222
ADC204*** Office Space in Ghala –  190 sqm for Rent*,950.0,"Ghala, Muscat•",190.0,2.0,2.0,5.0
"ADC203** Spacious open space Showroom for rent in Al Ghala, with total",2830.0,"Ghala, Muscat•",283.0,2.0,2.0,10.0
GHALA  | 2200 SQM WAREHOUSE IN PRIME LOCATION FOR RENT,3999.0,"Ghala, Muscat•",2200.0,2.0,2.0,1.8177272727272726
MUSCAT BAY | LUXURIOUS 4+1BR MODERN WATERFRONT VILLA FOR RENT,1750.0,"Qantab, Muscat•",555.0,6.0,5.0,3.1531531531531534
Furnished Rent Studio - Al Khuwair Clean and tidy studio,160.0,"Al Khuwair, Muscat•",200.0,1.0,2.0,0.8
QURM | PALATIAL 5+2 BR VILLA,2399.0,"Qurum, Muscat•",425.0,8.0,7.0,5.644705882352941
AL MOUJ | GORGEOUS 2+2 BHK MARINA VIEW APARTMENT,1199.0,"The Wave (Almouj), Muscat•",186.0,4.0,4.0,6.446236559139785
GHALA | 2200 SQM WAREHOUSE IN PRIME LOCATION,3999.0,"Ghala, Muscat•",2200.0,2.0,2.0,1.8177272727272726
QURM | PALATIAL 5+2 BR VILLA SUITABLE FOR EMBASSADOR,2399.0,"Qurum, Muscat•",568.0,8.0,7.0,4.223591549295775
AL MOUJ | SEMI FURNISHED 2BHK MARINA VIEW APARTMENT,1200.0,"The Wave (Almouj), Muscat•",185.0,2.0,3.0,6.486486486486487
QURM | MODERN 3+1 BR COMMERCIAL VILLA,1349.0,"Qurum, Muscat•",400.0,2.0,2.0,3.3725
AL QURUM | 1400 SQM OPEN COMMERCIAL SPACE FOR RENT,9999.0,"Qurum, Muscat•",1400.0,2.0,2.0,7.142142857142857
SR--MM-897  Offices for Rent in Al Khoudh/مكاتب للايجار في الخوض,300.0,"Al Khoud, Muscat•",70.0,2.0,2.0,4.285714285714286
SR--AK-907 Penthouse for Rent in Al Azaiba/للإيجار: بنتهاوس في العذيبة,320.0,"Azaiba, Muscat•",180.0,3.0,3.0,1.7777777777777777
MADINAT AL ILAM | 4+1 BR SPACIOUS MANSION FOR RENT,1500.0,"Madinat As Sultan Qaboos, Muscat•",555.0,6.0,5.0,2.7027027027027026
AL MOUJ | SEMI FURNISHED 2BHK MARINA VIEW APARTMENT FOR RENT,1199.0,"The Wave (Almouj), Muscat•",120.0,3.0,2.0,9.991666666666667
"QURUM | 1400 SQM OPEN COMMERCIAL SPACE FOR HYPERMARKETS, OFFICE ETC",9200.0,"Qurum, Muscat•",1400.0,2.0,2.0,6.571428571428571
للايجار محل في المعبيله الجنوبيه,500.0,"Al Maabilah, Muscat•",56.0,2.0,2.0,8.928571428571429
Budget Apartment for Rent in Ruwi| REF 70BC,325.0,"Ruwi, Muscat•",90.0,3.0,2.0,3.611111111111111
AL KHUWAIR | 4+1 BR COMMERCIAL VILLA FOR RENT,1399.0,"Al Khuwair, Muscat•",420.0,2.0,2.0,3.330952380952381
للايجار شقة مميزه للعوائل في منطقة بوشر امام عمان مول _2BHK,270.0,"Bosher, Muscat•",100.0,2.0,2.0,2.7
محلات للايجار ف الغبره الجنوبيه قريب من الخدمات shops for Rent,220.0,"Al Ghubrah, Muscat•",35.0,2.0,2.0,6.285714285714286
شقه للايجار في غلا بموقع ممتاز_1BHK,190.0,"Ghala, Muscat•",100.0,2.0,1.0,1.9
للايجار محلات مميزه بمساحات متعدده ف مرتفعات غلا Shops for Rent differ,500.0,"Ghala, Muscat•",71.0,2.0,2.0,7.042253521126761
AL QURUM | LUXURIOUS BRAND NEW MODERN 3+1 BR VILLA,1200.0,"Qurum, Muscat•",290.0,5.0,4.0,4.137931034482759
Furnished villa for Rent in Maabilah| REF 69iC,450.0,"Al Maabilah, Muscat•",300.0,7.0,8.0,1.5
2 Bedroom Apartment for Rent in Almouj Muscat,750.0,"The Wave (Almouj), Muscat•",115.0,2.0,2.0,6.521739130434782
MQ | SPACIOUS 3+1 BR APARTMENT,800.0,"Madinat As Sultan Qaboos, Muscat•",125.0,3.0,3.0,6.4
MQ | BEAUTIFUL SEA VIEW 5 BR VILLA,1400.0,"Madinat As Sultan Qaboos, Muscat•",300.0,5.0,5.0,4.666666666666667
SR--SA-895 Villa For Rent In Azaiba/ فيلا للايجار في العذيبة,900.0,"Azaiba, Muscat•",500.0,8.0,6.0,1.8
SR-IB--894  Room for Rent – Mawaleh North/ غرفة للإيجار – الموالح,150.0,"Al Mawaleh, Muscat•",50.0,1.0,1.0,3.0
SR-MH--893 Commercial Shops For Rent in Al Khoudh/محلات تجارية للايجار,1268.0,"Al Khoud, Muscat•",317.0,2.0,2.0,4.0
"3 BR Brand New Villa – Al Muna Gardens, Bousher - With Private Pool",850.0,"Bosher, Muscat•",159.0,4.0,3.0,5.345911949685535
10 BR + Maid’s Room Generous Villa in Azaiba,2000.0,"Azaiba, Muscat•",659.0,10.0,10.0,3.0349013657056148
SR-AK--891 Villa For Rent In south Mawaleh/ فيلا للايجار في الموالح,550.0,"Al Mawaleh, Muscat•",400.0,6.0,4.0,1.375
SR-MS--890Villa for Rent in – Hail / فيلا للإيجار في الحيل,450.0,"Al Hail, Muscat•",300.0,4.0,4.0,1.5
1BR Branded Sea View Apartment for Rent in Al Mouj,1350.0,"The Wave (Almouj), Muscat•",140.0,2.0,1.0,9.642857142857142
2BR Apartment for Rent - The Residences at St Regis in Al Mouj,1700.0,"The Wave (Almouj), Muscat•",190.0,3.0,2.0,8.947368421052632
Fully Furnished 1 BHK Apartment With Sea View At St Regis,1350.0,"The Wave (Almouj), Muscat•",140.0,2.0,1.0,9.642857142857142
SR-BT--889 Flat for Rent – Muscat Hills/شقة للايجار في مسقط هيلز,400.0,"Muscat Hills, Muscat•",150.0,3.0,2.0,2.6666666666666665
SR-RE--888 flat for Rent in Muscat Hills/شقة للايجار في مسقط هيلز,650.0,"Muscat Hills, Muscat•",170.0,2.0,2.0,3.823529411764706
SR--MS-887 Furnished flat for rent in muscat hills/ شقة مفروشه للايجار,350.0,"Muscat Hills, Muscat•",90.0,2.0,1.0,3.888888888888889
SR-MH-912 Flat for Rent in South Mawaleh/شقة للايجار بالموالح الجنوبية,380.0,"Al Mawaleh, Muscat•",250.0,4.0,4.0,1.52
Rent - Fully Furnished Studio in Atheba,180.0,"Azaiba, Muscat•",1000.0,1.0,2.0,0.18
Furnished apartment for rent in Al Ghubra South,250.0,"Al Ghubrah, Muscat•",1000.0,1.0,1.0,0.25
1 BR Fully Furnished Apartment in Madinat Sultan Qaboos,650.0,"Madinat As Sultan Qaboos, Muscat•",59.0,1.0,1.0,11.016949152542374
MADINAT QABOOS | BRAND NEW LUXURIOUS 5+1BR TWIN VILLAS,1699.0,"Madinat As Sultan Qaboos, Muscat•",545.0,8.0,6.0,3.1174311926605505
MADINAT SULTAN QABOOS | MODERN HIGH QUALITY 6+2 BEDROOM LUXURIOUS VILL,1999.0,"Madinat As Sultan Qaboos, Muscat•",595.0,9.0,7.0,3.3596638655462185
QURM | PALATIAL 5+2 BR VILLA FOR DIPLOMATIC USE,2399.0,"Qurum, Muscat•",595.0,8.0,7.0,4.031932773109244
SR--SH-869 Villa for Rent/فيلا للإيجار – الخوض,800.0,"Al Khoud, Muscat•",550.0,9.0,7.0,1.4545454545454546
للايجار مساحات تجاريه مفتوحه ف موقع متميز و حيوي شارع 18 نوفمبرالعذيبه,3300.0,"Azaiba, Muscat•",474.0,2.0,2.0,6.962025316455696
3 Bedroom villa for Rent in Al Mouj,1300.0,"The Wave (Almouj), Muscat•",247.0,4.0,3.0,5.2631578947368425
2 BR Luxury Fully Furnished Apartment | MGM,1500.0,"Al Ghubrah, Muscat•",111.0,3.0,2.0,13.513513513513514
5 BR + Maid’s Room Villa in Mawaleh close to Amenities,500.0,"Al Mawaleh, Muscat•",451.0,5.0,5.0,1.1086474501108647
Great Apartment for Rent in Bosher| REF 991BA,300.0,"Bosher, Muscat•",80.0,2.0,1.0,3.75
QURM | EXCELLENT 4+1 BR COMMUNITY VILLA,1800.0,"Qurum, Muscat•",500.0,5.0,5.0,3.6
Beautiful 3+1 Townhouse Available for Rent in Al Qurum,600.0,"Qurum, Muscat•",300.0,5.0,4.0,2.0
Beautiful 5 BR Compound Villa with Sea View Available for Rent in Mad,1400.0,"Madinat As Sultan Qaboos, Muscat•",420.0,6.0,5.0,3.3333333333333335
MADINAT AL ILAM | BEAUTIFUL 4+1 BR COMPOUND VILLAS FOR RENT,950.0,"Madinat As Sultan Qaboos, Muscat•",300.0,6.0,5.0,3.1666666666666665
For Rent Premium Commercial Building in Ruwi,9000.0,"Ruwi, Muscat•",1500.0,2.0,2.0,6.0
Excellent 4+1 BR BR Townhouses for Rent in Madinatl Al Illam,650.0,"Madinat As Sultan Qaboos, Muscat•",300.0,6.0,5.0,2.1666666666666665
