title,price,location,area,bathrooms,bedrooms,log_price,log_area
room for rent in al khuwair south,90.0,"al khuwair, muscat",10.0,1.0,1.0,4.51085950651685,2.3978952727983707
للإيجار ارض صناعيه مسوره للتواصل 99256919,200.0,"suwaiq, al batinah",1150.0,2.0,2.0,5.303304908059076,7.048386408721883
warehouse ( store )for rent in south algubrah in the besment,340.0,"al ghubrah, muscat",40.0,2.0,2.0,5.831882477283517,3.713572066704308
2bhk apartment for rent in bousher,340.0,"bosher, muscat",80.0,2.0,2.0,5.831882477283517,4.394449154672439
the links one bedroom apartment for rent,325.0,"al seeb, muscat",68.0,2.0,1.0,5.786897381366708,4.23410650459726
shop in mabaila محل بالمعبيلة,89.0,"al maabilah, muscat",35.0,2.0,2.0,4.499809670330265,3.58351893845611
شقة صلاله نظيفه وواسعه للايجار اليومي,50.0,"salalah, dhofar",10.0,2.0,2.0,3.9318256327243257,2.3978952727983707
محل للايجار في منطقة الجفنين,340.0,"al rusayl, muscat",24.0,2.0,2.0,5.831882477283517,3.2188758248682006
beautiful gardan in barka for rent,340.0,"barka, al batinah",130.0,5.0,2.0,5.831882477283517,4.875197323201151
sharing room for rent only filipina lady,340.0,"al hail, muscat",80.0,1.0,1.0,5.831882477283517,4.394449154672439
2 shops in heart of ruwi market محلين في قلب سوق روي,340.0,"ruwi, muscat",11.5,2.0,2.0,5.831882477283517,2.5257286443082556
طاقة قريب دربات,110.0,"taqah, dhofar",350.0,6.0,6.0,4.709530201312334,5.860786223465865
غرف للايجار,30.0,"taqah, dhofar",60.0,1.0,1.0,3.4339872044851463,4.110873864173311
sharing room bed space 25 omr ruwi,40.0,"ruwi, muscat",50.0,1.0,1.0,3.713572066704308,3.9318256327243257
غرفة رخيصة للإيجار في خريف صلالة,50.0,"salalah, dhofar",50.0,5.0,5.0,3.9318256327243257,3.9318256327243257
cheap and best room for rent salalah khareef,50.0,"salalah, dhofar",50.0,1.0,1.0,3.9318256327243257,3.9318256327243257
بالخوير-غرفة كبيرة بحمام- تصلح لـ 3 أو 4 أصدقاء-للإيجار الشهري,150.0,"al khuwair, muscat",50.0,1.0,1.0,5.017279836814924,3.9318256327243257
غرفة نوم وحمام في السعادة الجنوبيه,20.0,"salalah, dhofar",25.0,1.0,1.0,3.044522437723423,3.258096538021482
شقة الإيجار في السعادة الجنوبيه,65.0,"salalah, dhofar",100.0,3.0,4.0,4.189654742026425,4.61512051684126
flat for rent in elkhwair all furniture,250.0,"al khuwair, muscat",65.0,1.0,1.0,5.5254529391317835,4.189654742026425
flat 1bhk in elkhwair with new furniture and included all bills,280.0,"al khuwair, muscat",70.0,1.0,1.0,5.638354669333745,4.2626798770413155
أرض صناعية الملدة للإجار او الإستثمار من الماالك,340.0,"suwaiq, al batinah",1000.0,2.0,2.0,5.831882477283517,6.90875477931522
a shop for rent locates on ansab/muscat expressway first line (38 m² ),340.0,"ansab, muscat",38.0,2.0,2.0,5.831882477283517,3.6635616461296463
a commodation 4 staff  : 3 studio flats +2seprate rooms with bathrooms,340.0,"ruwi, muscat",200.0,5.0,5.0,5.831882477283517,5.303304908059076
مطلوب مأجرين عمانين طلاب او موظفين فقط,340.0,"al ghubrah, muscat",20.0,1.0,4.0,5.831882477283517,3.044522437723423
استوديو سكني فاخر في منتجع هوانا صلالة,55.0,"salalah, dhofar",60.0,1.0,1.0,4.02535169073515,4.110873864173311
شقة جديدة في مركز عبري,120.0,"ibri, al dhahirah",85.0,2.0,2.0,4.795790545596741,4.454347296253507
for run 18:7:2025,120.0,"azaiba, muscat",25.0,1.0,1.0,4.795790545596741,3.258096538021482
room for rent,340.0,"al hamriyah, muscat",400.0,1.0,1.0,5.831882477283517,5.993961427306569
shear room for rent,65.0,"ghala, muscat",180.0,1.0,1.0,4.189654742026425,5.198497031265826
big single room available in ghala,110.0,"ghala, muscat",450.0,2.0,2.0,4.709530201312334,6.111467339502679
بركة الباطنة صومحان شمالية,380.0,"barka, al batinah",600.0,3.0,3.0,5.942799375126701,6.398594934535208
room for rent amarat,60.0,"al amarat, muscat",30.0,1.0,1.0,4.110873864173311,3.4339872044851463
room for rent with attached bathroom,340.0,"al ghubrah, muscat",100.0,1.0,1.0,5.831882477283517,4.61512051684126
السعاده الشماليه,15.0,"salalah, dhofar",12.0,1.0,1.0,2.772588722239781,2.5649493574615367
"amazing penthouse free internet, teracce",560.0,"azaiba, muscat",170.0,2.0,2.0,6.329720905522696,5.14166355650266
executive bachelor accommodation,340.0,"al hamriyah, muscat",16.0,1.0,1.0,5.831882477283517,2.833213344056216
استراحة للايجار,100.0,"qurayyat, muscat",400.0,2.0,2.0,4.61512051684126,5.993961427306569
"room for rent in azaiba, 18 november street",80.0,"azaiba, muscat",10.0,1.0,1.0,4.394449154672439,2.3978952727983707
very big room for indian family near city center for family only,95.0,"al mawaleh, muscat",300.0,1.0,1.0,4.564348191467836,5.707110264748875
غرفه كبيره لعائله,25.0,"salalah, dhofar",70.0,1.0,1.0,3.258096538021482,4.2626798770413155
استراحة المسك,340.0,"barka, al batinah",4500.0,4.0,4.0,5.831882477283517,8.412054873292933
bed space available 22 omr only,340.0,"sohar, al batinah",10.0,1.0,1.0,5.831882477283517,2.3978952727983707
room for rent,340.0,"ruwi, muscat",60.0,1.0,1.0,5.831882477283517,4.110873864173311
single room for working lady with attached bathroom fully furnished,340.0,"al ghubrah, muscat",20.0,1.0,1.0,5.831882477283517,3.044522437723423
شقق للايجار بقلب صحار قمة في النظافة وبسعر خيالي,340.0,"sohar, al batinah",100.0,3.0,2.0,5.831882477283517,4.61512051684126
sharing flat for family,60.0,"mutrah, muscat",50.0,1.0,2.0,4.110873864173311,3.9318256327243257
شقة للإيجار,450.0,"bosher, muscat",122.0,3.0,2.0,6.111467339502679,4.812184355372417
room stodio furnished,120.0,"al khuwair, muscat",260.0,1.0,1.0,4.795790545596741,5.564520407322694
محلات تجارية,250.0,"bosher, muscat",110.0,2.0,2.0,5.5254529391317835,4.709530201312334
studio flat,120.0,"al khuwair, muscat",260.0,1.0,1.0,4.795790545596741,5.564520407322694
furnished room for rent- 6 month's( looking only for malayali couple ),120.0,"ruwi, muscat",15.0,1.0,1.0,4.795790545596741,2.772588722239781
unfurnished bedroom with a toilet,80.0,"al khoud, muscat",45.0,1.0,1.0,4.394449154672439,3.828641396489095
room for rent 70 ro,340.0,"al hail, muscat",10.0,2.0,1.0,5.831882477283517,2.3978952727983707
room for rent near fathima al ghubra south,120.0,"ghala, muscat",12.0,1.0,1.0,4.795790545596741,2.5649493574615367
الموج,650.0,"the wave (almouj), muscat",100.0,2.0,2.0,6.478509642208569,4.61512051684126
room for rent,110.0,"al khuwair, muscat",25.0,2.0,1.0,4.709530201312334,3.258096538021482
vip bed speces available for male bachelor.,340.0,"sohar, al batinah",14.0,1.0,1.0,5.831882477283517,2.70805020110221
غرفه وحمام ومطبخ,12.0,"salalah, dhofar",355.0,1.0,1.0,2.5649493574615367,5.87493073085203
land with 5 shops available for rent,340.0,"al duqum, al wusta",1500.0,2.0,2.0,5.831882477283517,7.313886831633462
one room for rent,130.0,"qurum, muscat",100.0,1.0,1.0,4.875197323201151,4.61512051684126
1 room for rent at omr 100/-,340.0,"bosher, muscat",50.0,1.0,1.0,5.831882477283517,3.9318256327243257
فيلا فاخرة للإيجار في هافانا صلالة. villa for rent in havana salalah,340.0,"salalah, dhofar",1000.0,2.0,2.0,5.831882477283517,6.90875477931522
room for rent at near quram natural park,340.0,"qurum, muscat",17.0,1.0,1.0,5.831882477283517,2.8903717578961645
استراحة مودرن جديدة للإيجار في أتين - صلالة,90.0,"salalah, dhofar",400.0,2.0,2.0,4.51085950651685,5.993961427306569
coffee shop for immediate sale,340.0,"al maabilah, muscat",33.0,2.0,2.0,5.831882477283517,3.5263605246161616
family building for rent,110.0,"al mawaleh, muscat",45.0,1.0,1.0,4.709530201312334,3.828641396489095
شقة فاخرة للايجار في بوشر خلف نادي بوشر بسعر مميز,230.0,"bosher, muscat",80.0,2.0,2.0,5.442417710521793,4.394449154672439
العامرات المنطقة الرابعه,130.0,"al amarat, muscat",150.0,3.0,3.0,4.875197323201151,5.017279836814924
1bhk luxury fully furnished apartment in muscat hills,340.0,"muscat hills, muscat",80.0,2.0,1.0,5.831882477283517,4.394449154672439
2 rooms fkat in north hail,110.0,"al hail, muscat",101.0,2.0,2.0,4.709530201312334,4.624972813284271
شقق فخمة لإيجار,50.0,"salalah, dhofar",100.0,2.0,2.0,3.9318256327243257,4.61512051684126
شقه فندقيه فالمعبيله لأيجار اليومي,50.0,"al maabilah, muscat",96.0,2.0,2.0,3.9318256327243257,4.574710978503383
room for rent,80.0,"ruwi, muscat",15.0,1.0,1.0,4.394449154672439,2.772588722239781
1bedroom flat in ruwi wadi audai,65.0,"ruwi, muscat",65.0,1.0,1.0,4.189654742026425,4.189654742026425
استوديو للاجار في منطقة سندان الصناعيه في حلبان,70.0,"al maabilah, muscat",36.0,1.0,1.0,4.2626798770413155,3.6109179126442243
بركا -الباطنه,100.0,"barka, al batinah",100.0,2.0,2.0,4.61512051684126,4.61512051684126
very big bedroom with separate bathroom,340.0,"al khuwair, muscat",10.0,1.0,1.0,5.831882477283517,2.3978952727983707
new room for rent 110 omr,340.0,"al ghubrah, muscat",12.0,1.0,1.0,5.831882477283517,2.5649493574615367
فلة جديدة للأيجار في الخريف,130.0,"salalah, dhofar",600.0,7.0,6.0,4.875197323201151,6.398594934535208
single room attached bathroom sharing kitchen for rent rumais location,55.0,"barka, al batinah",22.0,1.0,1.0,4.02535169073515,3.1354942159291497
عقارات للايجار,100.0,"muscat - other, muscat",200.0,2.0,2.0,4.61512051684126,5.303304908059076
غرفه مستقله للايجار,15.0,"salalah, dhofar",20.0,1.0,1.0,2.772588722239781,3.044522437723423
flat for rent darsait,340.0,"darsait, muscat",85.0,3.0,2.0,5.831882477283517,4.454347296253507
شقة مفروشة للايجار اليومي ب25 ريال,50.0,"salalah, dhofar",111.0,3.0,2.0,3.9318256327243257,4.718498871295094
bed space near panorama mall and mall of oman,35.0,"al ghubrah, muscat",140.0,1.0,1.0,3.58351893845611,4.948759890378168
bed space available for keralite from aug 01,60.0,"al ghubrah, muscat",50.0,1.0,1.0,4.110873864173311,3.9318256327243257
محل خلفي للايجار في المعبيلة 7,85.0,"al maabilah, muscat",18.0,2.0,2.0,4.454347296253507,2.9444389791664403
محلات تجاريه للاجار,300.0,"al maabilah, muscat",17.0,2.0,2.0,5.707110264748875,2.8903717578961645
2 bhk appartmebt for rent,450.0,"ghala, muscat",110.0,2.0,2.0,6.111467339502679,4.709530201312334
بيت الايجار,90.0,"saham, al batinah",80.0,2.0,2.0,4.51085950651685,4.394449154672439
room for rent,340.0,"al amarat, muscat",10.0,1.0,1.0,5.831882477283517,2.3978952727983707
beautiful independent villa for rent in mq,340.0,"madinat as sultan qaboos, muscat",200.0,5.0,5.0,5.831882477283517,5.303304908059076
1 bhk ground floor flat with window acat al khuwair nr sagar polyclinc,170.0,"al khuwair, muscat",90.0,1.0,1.0,5.14166355650266,4.51085950651685
single room available rent for an appartment:rent:55,50.0,"nizwa, al dakhiliya",230.0,1.0,1.0,3.9318256327243257,5.442417710521793
room for rent near mall of muscat,340.0,"al maabilah, muscat",75.0,1.0,1.0,5.831882477283517,4.330733340286331
bed space available for executive batchlers,340.0,"al maabilah, muscat",20.0,1.0,2.0,5.831882477283517,3.044522437723423
فله مستقله مع حوش في عوقد مربع ج,60.0,"salalah, dhofar",600.0,3.0,3.0,4.110873864173311,6.398594934535208
"room for rent,  attached bathroom.",100.0,"al khuwair, muscat",12.0,1.0,1.0,4.61512051684126,2.5649493574615367
صلالة السعادة الشمالية قريب سوبر ماركت البهجة,15.0,"salalah, dhofar",20.0,1.0,1.0,2.772588722239781,3.044522437723423
room family and ladies for rent in azaiba,130.0,"azaiba, muscat",80.0,1.0,1.0,4.875197323201151,4.394449154672439
room with separate bathroom and kitchen in al hail north,70.0,"al hail, muscat",20.0,1.0,1.0,4.2626798770413155,3.044522437723423
room for rent for executive people's,90.0,"al amarat, muscat",30.0,1.0,1.0,4.51085950651685,3.4339872044851463
sharing room for executive bechalor,100.0,"ruwi, muscat",150.0,2.0,1.0,4.61512051684126,5.017279836814924
room for rent,340.0,"azaiba, muscat",100.0,1.0,1.0,5.831882477283517,4.61512051684126
room for rent,340.0,"al khuwair, muscat",120.0,1.0,1.0,5.831882477283517,4.795790545596741
غرف مفروشة للايجار الخوض السوق,125.0,"al khoud, muscat",35.0,1.0,1.0,4.836281906951478,3.58351893845611
الشويميه  shuimiah شاليه و شعبيه,340.0,"shalim and the hallaniyat island, dhofar",180.0,3.0,2.0,5.831882477283517,5.198497031265826
full room and bed space,35.0,"al mawaleh, muscat",20.0,1.0,1.0,3.58351893845611,3.044522437723423
office space for rent at al hail  مكتب للإيجار في الحيل الشمالية,340.0,"al hail, muscat",91.0,2.0,2.0,5.831882477283517,4.5217885770490405
room sharing for rent - csk restaurant building ghala,340.0,"ghala, muscat",10.0,1.0,1.0,5.831882477283517,2.3978952727983707
one month room rent,80.0,"ruwi, muscat",12.0,1.0,1.0,4.394449154672439,2.5649493574615367
single room attached bath room for ren  97634556 cont numbert,80.0,"barka, al batinah",20.0,1.0,1.0,4.394449154672439,3.044522437723423
اجار يومي فلة صلالة / السعادة الشمالية,100.0,"salalah, dhofar",230.0,5.0,4.0,4.61512051684126,5.442417710521793
2 bhk apartment for rent in bawsher,235.0,"bosher, muscat",75.0,2.0,2.0,5.4638318050256105,4.330733340286331
bed space available for panjabi people only 20rial al guvrah,20.0,"al ghubrah, muscat",50.0,1.0,1.0,3.044522437723423,3.9318256327243257
ladeis bed spice,55.0,"ghala, muscat",400.0,2.0,2.0,4.02535169073515,5.993961427306569
الخوير خلف مدرسه الخوير مقابل زاخر مول,160.0,"al khuwair, muscat",50.0,1.0,1.0,5.081404364984463,3.9318256327243257
bad space available,30.0,"al ghubrah, muscat",44.0,1.0,1.0,3.4339872044851463,3.8066624897703196
شقة مفروشة للايجار اليومي,50.0,"haima, al wusta",120.0,1.0,2.0,3.9318256327243257,4.795790545596741
bed space for rent in azaiba what's app only,30.0,"azaiba, muscat",60.0,1.0,1.0,3.4339872044851463,4.110873864173311
شقق مفروشة للايجار اليومي في السعادة,340.0,"salalah, dhofar",100.0,3.0,2.0,5.831882477283517,4.61512051684126
صلالة,60.0,"salalah, dhofar",350.0,3.0,3.0,4.110873864173311,5.860786223465865
شقة للايجار من ٣ غرف في المعبيلة على خط شارع النور,170.0,"al maabilah, muscat",110.0,3.0,3.0,5.14166355650266,4.709530201312334
شقة واسعة في المعبيلة الجنوبية على شارع النزهة مباشرة,240.0,"al maabilah, muscat",145.0,2.0,2.0,5.484796933490655,4.983606621708336
صلالة (صحنلوت),13.0,"salalah, dhofar",50.0,1.0,1.0,2.6390573296152584,3.9318256327243257
الخوير 33,185.0,"al khuwair, muscat",50.0,1.0,1.0,5.225746673713202,3.9318256327243257
1 bhk - big flat with excellent finishing,160.0,"al wadi al kabir, muscat",75.0,1.0,1.0,5.081404364984463,4.330733340286331
جنوب الباطنه . بركاء,50.0,"barka, al batinah",245.0,2.0,5.0,3.9318256327243257,5.5053315359323625
غرف فردية للايجار اليومي في صلالة بسعر اقل من السوق,50.0,"salalah, dhofar",100.0,1.0,1.0,3.9318256327243257,4.61512051684126
luxurious 1 br newly fully furnished in muscat hills,400.0,"muscat hills, muscat",70.0,2.0,1.0,5.993961427306569,4.2626798770413155
bed space available 35rial. water and electricity wifi included.,35.0,"ruwi, muscat",25.0,4.0,3.0,3.58351893845611,3.258096538021482
room rent,340.0,"azaiba, muscat",200.0,1.0,1.0,5.831882477283517,5.303304908059076
bedspace/sharing room is available - wadi adia,340.0,"al hamriyah, muscat",7860.0,1.0,1.0,5.831882477283517,8.969669103793757
madinath ilam area,800.0,"madinat as sultan qaboos, muscat",250.0,5.0,4.0,6.68586094706836,5.5254529391317835
"room rent. august ,10th. furnished",120.0,"azaiba, muscat",24.0,1.0,1.0,4.795790545596741,3.2188758248682006
العامرات الخامسة جنب جمعية المراة,340.0,"al amarat, muscat",186.0,3.0,4.0,5.831882477283517,5.231108616854587
near the german university of ma'abela,60.0,"al maabilah, muscat",16.0,1.0,1.0,4.110873864173311,2.833213344056216
furnished single  room for rent,75.0,"al hamriyah, muscat",150.0,1.0,2.0,4.330733340286331,5.017279836814924
shared room is available for indian men in mbd area nearby bank muscat,65.0,"ruwi, muscat",50.0,1.0,1.0,4.189654742026425,3.9318256327243257
bed space and rooms available for rent,80.0,"barka, al batinah",250.0,1.0,1.0,4.394449154672439,5.5254529391317835
شقه للإيجار اليومي بصلالة 25 ريال,52.0,"salalah, dhofar",121.0,2.0,2.0,3.970291913552122,4.804021044733257
فيلا ايجار موسم الخريف,80.0,"salalah, dhofar",400.0,5.0,4.0,4.394449154672439,5.993961427306569
مطلوب للايجار فيلا,100.0,"al khuwair, muscat",100.0,5.0,5.0,4.61512051684126,4.61512051684126
room for rent غرفه مستقله للايجار,340.0,"al amarat, muscat",45.0,1.0,1.0,5.831882477283517,3.828641396489095
مطلوب شقه للايجار في الموالح، الخوض، الحيل,340.0,"al mawaleh, muscat",95.0,2.0,2.0,5.831882477283517,4.564348191467836
3 bead space,28.0,"al ghubrah, muscat",96.0,1.0,1.0,3.367295829986474,4.574710978503383
furnished room available for rent in darsait,90.0,"darsait, muscat",100.0,1.0,1.0,4.51085950651685,4.61512051684126
furnished room available for rent in qurm,120.0,"qurum, muscat",100.0,1.0,1.0,4.795790545596741,4.61512051684126
new executive bed space available for rent,50.0,"ruwi, muscat",299.0,3.0,3.0,3.9318256327243257,5.703782474656201
فيلا مفروشه للإيجار في صلالة,340.0,"salalah, dhofar",650.0,6.0,6.0,5.831882477283517,6.478509642208569
شقه للإيجار في الخوير 230 ريال,230.0,"al khuwair, muscat",11.0,1.0,1.0,5.442417710521793,2.4849066497880004
شقه للايجار 180 ريال,180.0,"al khuwair, muscat",11.0,1.0,1.0,5.198497031265826,2.4849066497880004
room for rent including all bill 85 only working lady or family 120,340.0,"al ghubrah, muscat",100.0,1.0,1.0,5.831882477283517,4.61512051684126
sweet room 7 star fully furnished at alansab bousher,210.0,"ansab, muscat",56.0,1.0,1.0,5.351858133476067,4.04305126783455
صلاله السعادة الشمال,60.0,"salalah, dhofar",750.0,4.0,4.0,4.110873864173311,6.621405651764134
يوجد لدنيا شقق في كل من صلالة-السعادة-صحلنوت,111.0,"salalah, dhofar",258.0,4.0,3.0,4.718498871295094,5.556828061699537
شقة في الخوض ٧ للايجار,200.0,"al khoud, muscat",90.0,2.0,2.0,5.303304908059076,4.51085950651685
فرصة لا تعوّض! شقة للإيجار في صلاله بأسعار منافسة – وموقع استراتيجي قر,340.0,"salalah, dhofar",100.0,2.0,2.0,5.831882477283517,4.61512051684126
room for rent only for fhilipina lady one person,60.0,"al khuwair, muscat",22.0,2.0,1.0,4.110873864173311,3.1354942159291497
استراحه للايجار في الباطنه,50.0,"barka, al batinah",465.0,5.0,5.0,3.9318256327243257,6.144185634125646
building for rent,80.0,"izki, al dakhiliya",100.0,2.0,2.0,4.394449154672439,4.61512051684126
استديوهات للايجار المعبيلة 8 قريب نستو والجامعة الالمانية,130.0,"al maabilah, muscat",35.0,1.0,1.0,4.875197323201151,3.58351893845611
executive bachelor sharing room available for rent in hamriya,50.0,"al hamriyah, muscat",200.0,2.0,2.0,3.9318256327243257,5.303304908059076
bedspace available near sohar gate,340.0,"saham, al batinah",150.0,1.0,1.0,5.831882477283517,5.017279836814924
fully furnished apartment for rent,340.0,"ruwi, muscat",340.0,1.0,1.0,5.831882477283517,5.831882477283517
house shiffting service all muscat oman and dubai to muscat,340.0,"bosher, muscat",65.0,3.0,2.0,5.831882477283517,4.189654742026425
house shiffting service all muscat oman and dubai to muscat oman,340.0,"al mawaleh, muscat",98.0,3.0,2.0,5.831882477283517,4.59511985013459
house shiffting professional carpenter service,340.0,"azaiba, muscat",66.0,3.0,2.0,5.831882477283517,4.204692619390966
fully furnished studio room for rent al azaiba sharing kitchen,340.0,"azaiba, muscat",30.0,1.0,1.0,5.831882477283517,3.4339872044851463
شقة واسعة للإيجار مرتفعات الأولى- الدقل,145.0,"al amarat, muscat",120.0,3.0,3.0,4.983606621708336,4.795790545596741
only indian,100.0,"al khuwair, muscat",111.0,1.0,1.0,4.61512051684126,4.718498871295094
الدقم محلات تجارية وصناعية في صناعية الدقم مع سكن للعمال,70.0,"al duqum, al wusta",50.0,2.0,2.0,4.2626798770413155,3.9318256327243257
صناعية الدقم,340.0,"al duqum, al wusta",50.0,1.0,1.0,5.831882477283517,3.9318256327243257
صلالة عوقد,50.0,"salalah, dhofar",78.0,2.0,2.0,3.9318256327243257,4.3694478524670215
محل للإيجار في المعبيلة الجنوبية,180.0,"al maabilah, muscat",83.0,2.0,2.0,5.198497031265826,4.430816798843313
شقه طابقين جديده غير مسكونه للايجار,75.0,"salalah, dhofar",300.0,3.0,3.0,4.330733340286331,5.707110264748875
bedspace,50.0,"al khuwair, muscat",160.0,2.0,2.0,3.9318256327243257,5.081404364984463
bed space,50.0,"al khuwair, muscat",150.0,2.0,2.0,3.9318256327243257,5.017279836814924
furnished 1 room with electricity and water,115.0,"al khuwair, muscat",15.0,1.0,1.0,4.7535901911063645,2.772588722239781
room for rent,85.0,"al khuwair, muscat",10.0,2.0,1.0,4.454347296253507,2.3978952727983707
room for rent,120.0,"al khuwair, muscat",12.0,1.0,1.0,4.795790545596741,2.5649493574615367
store,50.0,"al ghubrah, muscat",18.0,2.0,2.0,3.9318256327243257,2.9444389791664403
apartment for rent in duqm   شقق للإيجار في الدقم,340.0,"al duqum, al wusta",90.0,2.0,2.0,5.831882477283517,4.51085950651685
bedspace for bachelor,55.0,"ghala, muscat",150.0,1.0,2.0,4.02535169073515,5.017279836814924
salalah rooms for khareef,340.0,"salalah, dhofar",100.0,1.0,1.0,5.831882477283517,4.61512051684126
penthouse apartment,150.0,"al wadi al kabir, muscat",150.0,2.0,1.0,5.017279836814924,5.017279836814924
غرفه للايجار,70.0,"al khoud, muscat",40.0,1.0,1.0,4.2626798770413155,3.713572066704308
غرفه في المعبيلة للايجار اليومي السعر 8 ريال (room for daily rent ),340.0,"al maabilah, muscat",10.0,1.0,1.0,5.831882477283517,2.3978952727983707
غرفه للايجار اليومي والساعات,10.0,"sohar, al batinah",222.0,1.0,1.0,2.3978952727983707,5.407171771460119
clean  and fresh,25.0,"salalah, dhofar",800.0,2.0,2.0,3.258096538021482,6.68586094706836
single room,90.0,"al ghubrah, muscat",20.0,1.0,1.0,4.51085950651685,3.044522437723423
bed space available,45.0,"al ghubrah, muscat",200.0,2.0,3.0,3.828641396489095,5.303304908059076
suhar alhumbar,120.0,"sohar, al batinah",120.0,3.0,3.0,4.795790545596741,4.795790545596741
room for indian executive batchelor (single),135.0,"azaiba, muscat",40.0,1.0,1.0,4.912654885736052,3.713572066704308
غرف واستديوهات للايجار عوائل بالخوض قريب السوق rooms and studios famly,100.0,"al khoud, muscat",30.0,1.0,1.0,4.61512051684126,3.4339872044851463
غرف للايجار للموظفات والطالبات فقط  بالخوض السوق rooms for rent ladies,50.0,"al khoud, muscat",30.0,1.0,1.0,3.9318256327243257,3.4339872044851463
ecommerce,340.0,"al seeb, muscat",20.0,2.0,2.0,5.831882477283517,3.044522437723423
room for rent,100.0,"ruwi, muscat",50.0,1.0,1.0,4.61512051684126,3.9318256327243257
bed space available for ladies,50.0,"al ghubrah, muscat",100.0,1.0,1.0,3.9318256327243257,4.61512051684126
فله من المالك مباشرة,50.0,"salalah, dhofar",233.0,5.0,4.0,3.9318256327243257,5.455321115357702
شقه راقيه للايجار اليومي. صلاله,60.0,"salalah, dhofar",100.0,3.0,3.0,4.110873864173311,4.61512051684126
شقق للايجار,50.0,"salalah, dhofar",1000.0,2.0,2.0,3.9318256327243257,6.90875477931522
single room and seperate attached bathroom with water & electricty-,340.0,"ruwi, muscat",300.0,1.0,1.0,5.831882477283517,5.707110264748875
صلاله,50.0,"salalah, dhofar",250.0,3.0,2.0,3.9318256327243257,5.5254529391317835
شقه مفروشه للإيجار اليومي والاسبوع furnished apartment,230.0,"sohar, al batinah",100.0,2.0,1.0,5.442417710521793,4.61512051684126
محلات لي الإيجار في المسفاة,180.0,"misfah, muscat",54.0,2.0,2.0,5.198497031265826,4.007333185232471
room for rent and bed space,30.0,"al seeb, muscat",200.0,1.0,1.0,3.4339872044851463,5.303304908059076
room for rent,340.0,"al seeb, muscat",120.0,1.0,1.0,5.831882477283517,4.795790545596741
شقة مفروشة للايجار الشهري في خريف صلالة تحطيم اسعار,600.0,"salalah, dhofar",100.0,1.0,2.0,6.398594934535208,4.61512051684126
furnished room available up to 3 months for family / couples at ruwi,110.0,"ruwi, muscat",200.0,2.0,1.0,4.709530201312334,5.303304908059076
flats for daily rent,340.0,"salalah, dhofar",100.0,2.0,2.0,5.831882477283517,4.61512051684126
شقه في صلالة ٣ غرف,340.0,"salalah, dhofar",114.0,3.0,3.0,5.831882477283517,4.74493212836325
فله مفروشه للايجار اليومي امتداد عوقد (مربع ج) للتواصل ٩٨١٨٧٥٥٧,90.0,"salalah, dhofar",450.0,6.0,5.0,4.51085950651685,6.111467339502679
muscat,600.0,"ruwi, muscat",32.0,3.0,3.0,6.398594934535208,3.4965075614664802
stodio flat at alkhwier near sager hospital,115.0,"al khuwair, muscat",20.0,1.0,1.0,4.7535901911063645,3.044522437723423
room for rent professional indian,340.0,"al maabilah, muscat",20.0,1.0,1.0,5.831882477283517,3.044522437723423
qurum pdo owner direct new furnished 2bedr 3bathr 133m² apartments,340.0,"qurum, muscat",133.0,3.0,2.0,5.831882477283517,4.897839799950911
qurum pdo owner direct new furnished 2bedr 3bathr 140 sq mt apartments,340.0,"qurum, muscat",140.0,3.0,2.0,5.831882477283517,4.948759890378168
qurum pdo owner direct new furnished 2bedr 3bathr 144 sq mt apartments,340.0,"qurum, muscat",144.0,3.0,2.0,5.831882477283517,4.976733742420574
qurum pdo owner direct new furnished 2bedr 3bathr 136 sq mt apartments,340.0,"qurum, muscat",136.0,3.0,2.0,5.831882477283517,4.919980925828125
qurum pdo owner direct new furnished 2bedr 3bathr 135m² apartments,340.0,"qurum, muscat",135.0,3.0,2.0,5.831882477283517,4.912654885736052
qurum pdo owner direct new furnished 2bedr 3bathr 137 sq mt apartments,340.0,"qurum, muscat",137.0,3.0,2.0,5.831882477283517,4.927253685157205
house shiffting professional carpenter service h,340.0,"al maabilah, muscat",98.0,3.0,2.0,5.831882477283517,4.59511985013459
qurum heights owner direct new furnished 2bedr 3bathr 143m² apartments,340.0,"qurum, muscat",143.0,3.0,2.0,5.831882477283517,4.969813299576001
qurum heights owner direct new furnished 2bedr 3bathr 137m² apartments,340.0,"qurum, muscat",137.0,3.0,2.0,5.831882477283517,4.927253685157205
room for rent. bachelor executive gens &ladys or family only bed space,120.0,"al ghubrah, muscat",30.0,3.0,3.0,4.795790545596741,3.4339872044851463
محلات للإيجار في صحار مويلح shops for rent in sohar muwaylah,40.0,"sohar, al batinah",20.0,2.0,2.0,3.713572066704308,3.044522437723423
سكن للموضفات العمانيات فقط و الطالبات,75.0,"al maabilah, muscat",70.0,1.0,1.0,4.330733340286331,4.2626798770413155
room available forexecutive bachelor,105.0,"ghala, muscat",50.0,1.0,1.0,4.663439094112067,3.9318256327243257
room for rent,100.0,"al khuwair, muscat",50.0,1.0,1.0,4.61512051684126,3.9318256327243257
الخوير مقابل مطعم ريدان,90.0,"al khuwair, muscat",30.0,1.0,1.0,4.51085950651685,3.4339872044851463
furnished flat rent for khareef,50.0,"salalah, dhofar",150.0,2.0,2.0,3.9318256327243257,5.017279836814924
